video_id,ai_score,channel_name,created_at,human_score,published_at,script_analysis,storage_path,thumbnail_url,title,updated_at,view_count
mEPrv3u_xkM,,Tinder Korea,,,2026-02-13T00:43:14Z,"{""summary"": ""서비스 목적을 명시한 일반 광고이며, 허위 사실이나 기만적 표현이 포함되지 않은 안전한 광고입니다."", ""patent_check"": null, ""consultation"": ""정상적인 서비스 광고입니다. 데이팅 앱 이용 시 개인정보 유출에 유의하며 안전하게 사용하시기 바랍니다."", ""reliability_level"": ""안전"", ""evidence"": [{""url"": ""https://www.tinder.com"", ""source"": ""Tinder 서비스 공식 정보"", ""fact"": ""틴더는 전 세계적으로 사용되는 공식 데이팅 앱 서비스로, 새로운 만남을 주선하는 기능을 정상적으로 제공합니다.""}, {""url"": null, ""source"": ""광고 표현 검토"", ""fact"": ""스크립트 내에 특허, 의학적 효능, 최상급 표현 등 '표시·광고법' 위반 소지가 있는 주장이 발견되지 않았습니다.""}], ""issues"": [""[정상광고] 서비스 기능의 일반적 소개"", ""[정보일치] 앱의 목적과 광고 내용이 일치함""]}",,https://i.ytimg.com/vi/mEPrv3u_xkM/hqdefault.jpg,할래 말래? 틴더로 소개팅 할래?😳 #틴더 #tinder #틴더타로 #틴더2026,1771846683,437972
2Hvj6V-c3YA,,꿀맛드라마,,,2025-11-26T12:00:27Z,,,https://i.ytimg.com/vi/2Hvj6V-c3YA/hqdefault.jpg,조각도시 새로운 강적 등장 온 몸이 무기인 남자,1770571445,1279098
2kNC2Jj0AxY,,멋쟁이사자처럼,,,2026-02-04T06:58:06Z,"{""summary"": ""국비 지원 교육 홍보물이나, 학습 성과에 대한 과장된 표현과 불분명한 교육 주체로 인해 주의가 필요합니다."", ""patent_check"": null, ""consultation"": ""HRD-Net에서 해당 교육 과정의 공식 명칭과 실제 취업률을 확인하고, 인턴십이 채용 전제형인지 단순 체험형인지 반드시 대조하십시오."", ""reliability_level"": ""주의"", ""evidence"": [{""url"": ""https://www.hrd.go.kr"", ""source"": ""고용노동부 HRD-Net"", ""fact"": ""내일배움카드 지원은 정부 승인 과정에 한하며, 개인별 잔액 및 유형에 따라 자부담금이 발생할 수 있습니다.""}, {""url"": null, ""source"": ""표시·광고에 관한 법률"", ""fact"": ""교육 서비스에서 '마스터', '완벽' 등 절대적 성과를 보장하는 표현은 소비자를 오인시킬 수 있는 과장 광고에 해당할 소지가 있습니다.""}], ""issues"": [""[과장표현] 전 영역 마스터 확언"", ""[정보부족] 교육 운영사 명칭 불분명"", ""[확인필요] 실무 인턴십 실제 연계율""]}",,https://i.ytimg.com/vi/2kNC2Jj0AxY/hqdefault.jpg,[클라우드 엔지니어링] AWS 클라우드 정규직 전환형 인턴십 기회!,1771074353,73182
woa1XzyyiWc,,메이드영성형외과,,,2026-01-29T13:53:58Z,"{""summary"": ""통상적인 미용 시술 정보를 제공하며, 과장이나 허위 주장이 발견되지 않아 안전 등급입니다."", ""patent_check"": null, ""consultation"": ""일반적인 미용 시술 정보입니다. 개인별 피부 상태에 따라 결과가 다를 수 있으므로 전문의 상담 후 진행하십시오."", ""reliability_level"": ""안전"", ""evidence"": [{""url"": null, ""source"": ""의료 정보 일반"", ""fact"": ""필러와 리프팅은 팔자주름 및 피부 처짐 개선을 위해 실제 의료 현장에서 널리 시행되는 비수술적 시술입니다.""}], ""issues"": [""[정보제공] 비수술적 주름 개선 안내"", ""[일상적표현] 일반적인 미용 효과 설명""]}",,https://i.ytimg.com/vi/woa1XzyyiWc/hqdefault.jpg,[메이드영성형외과],1771070911,133606
_VObGFH_L84,,COWAY,,,2026-02-11T06:34:22Z,"{""summary"": ""브랜드 인지도 제고를 위한 유머 스킷 광고이며, 허위 수치나 과장된 효능 주장이 발견되지 않습니다."", ""patent_check"": null, ""consultation"": ""단순 브랜드 홍보 영상입니다. 실제 구매 시에는 안마 방식과 규격 등 상세 사양을 공식 판매처에서 확인하십시오."", ""reliability_level"": ""안전"", ""evidence"": [{""url"": ""https://www.coway.com"", ""source"": ""코웨이(Coway) 공식 홈페이지"", ""fact"": ""비렉스(BEREX)는 코웨이의 슬립 및 힐링케어 전문 브랜드이며, '트리플체어'는 실제 판매 중인 안마의자 제품입니다.""}, {""url"": null, ""source"": ""공정거래위원회 광고 심의 기준"", ""fact"": ""해당 광고는 효능을 확언하기보다 명절 선물이라는 상황적 맥락을 활용한 브랜드 마케팅으로 판단됩니다.""}], ""issues"": [""[브랜드광고] 제품 홍보 목적의 상황극"", ""[과장없음] 객관적 수치나 기술력 과장 없음""]}",,https://i.ytimg.com/vi/_VObGFH_L84/hqdefault.jpg,"[마이웨이 특강] 명절에 안마의자 사달라는 부모님, 이렇게 해결하세요",1771155557,136166
n_Kh-LuENss,,"모두의 햇살, 모햇",,,2025-11-10T04:15:03Z,,,https://i.ytimg.com/vi/n_Kh-LuENss/hqdefault.jpg,2030이 전기를 사는 이유 #투자전략,1770648188,7972442
GSwugJoTovI,,노마드 코더 Nomad Coders,,,2025-10-04T12:30:19Z,,,https://i.ytimg.com/vi/GSwugJoTovI/hqdefault.jpg,일단 아무거나 AI 한테 던져보는 나,1771310513,277810
AbhYKUWJuX8,,Airbnb,,,2026-01-13T00:15:33Z,"{""summary"": ""에어비앤비의 올림픽 공식 후원 및 개최지 정보는 사실입니다."", ""patent_check"": null, ""consultation"": ""에어비앤비는 실제 공식 후원사가 맞습니다. 다만 스크립트 내 오타가 확인되므로 예약 시 반드시 공식 앱이나 사이트를 이용하십시오."", ""reliability_level"": ""안전"", ""evidence"": [{""url"": ""https://olympics.com/ioc/partners/airbnb"", ""source"": ""IOC(국제올림픽위원회) 공식 홈페이지"", ""fact"": ""에어비앤비는 2019년부터 올림픽 월드와이드 파트너(TOP)로 등록된 공식 후원사입니다.""}, {""url"": ""https://milanocortina2026.olympics.com/"", ""source"": ""2026 밀라노-코르티나 동계 올림픽 조직위원회"", ""fact"": ""2026년 이탈리아 밀라노와 코르티나 담페초에서 제25회 동계 올림픽이 개최될 예정입니다.""}], ""issues"": [""공식 후원사 사실 확인"", ""브랜드명 오타(BMB)"", ""개최 시기(2026년) 유의""]}",,https://i.ytimg.com/vi/AbhYKUWJuX8/hqdefault.jpg,"당신이 꿈꿔왔던 겨울 여정, 올림픽 월드와이드 파트너 에어비앤비와 함께",1770802680,3849371
tpVN5iyHtX0,,노마드 코더 Nomad Coders,,,2024-02-13T07:28:20Z,"{""summary"": ""일반적인 개발 지식 전달 및 무료 강의 홍보로, 허위나 과장된 주장이 없어 안전합니다."", ""patent_check"": null, ""consultation"": ""프로그래밍 입문자를 위한 적절한 조언을 담고 있습니다. 무료 강의 수강 시 개인정보 활용 범위만 확인하시기 바랍니다."", ""reliability_level"": ""안전"", ""evidence"": [{""url"": ""https://www.google.com/search?q=javascript+vs+python+use+cases"", ""source"": ""Google Search (IT 산업 동향)"", ""fact"": ""JavaScript는 웹 인터랙티브 구현에, Python은 AI 및 데이터 분석에 주로 사용된다는 설명은 사실에 부합합니다.""}], ""issues"": [""[사실기반] 언어별 특징 설명이 업계 통념과 일치"", ""[투명성] 무료 교육 서비스임을 명확히 고지""]}",,https://i.ytimg.com/vi/tpVN5iyHtX0/hqdefault.jpg,코린이를 위한 조언,1771312753,647454
wX1Z9eb5Nmk,,ZeroCho TV,,,2025-04-18T13:04:33Z,"{""summary"": ""정확한 기술 정보(지연 평가)를 바탕으로 효율적인 코딩 기법을 제시하여 매우 안전합니다."", ""patent_check"": null, ""consultation"": ""대규모 데이터 처리 시 성능을 높이는 실질적인 코딩 팁입니다. 제시된 기술적 근거가 명확하므로 안심하고 참고하십시오."", ""reliability_level"": ""안전"", ""evidence"": [{""url"": ""https://developer.mozilla.org/en-US/docs/Web/JavaScript/Reference/Global_Objects/Iterator"", ""source"": ""MDN Web Docs (JavaScript)"", ""fact"": ""배열 필터는 전체를 순회하지만, 이터레이터의 지연 평가는 필요한 시점에만 계산하여 성능을 최적화합니다.""}], ""issues"": [""[기술검증] 지연 평가의 성능 이점 확인됨"", ""[정보정확] JS 이터레이터 표준 활용법""]}",,https://i.ytimg.com/vi/wX1Z9eb5Nmk/hqdefault.jpg,"이걸 알면 배열 작업이 엄청나게 빨라집니다. 이터레이터, 지연평가",1771052821,145300
dxgcl3CVgvo,,아크네마인드 원장 여드름 닥터,,,2025-07-10T02:30:30Z,"{""summary"": ""의학적 사실에 기반하여 성분의 한계를 명확히 고지하고 올바른 정보를 제공하는 교육형 광고입니다."", ""patent_check"": null, ""consultation"": ""전문적인 의학 지식을 바탕으로 과장 없이 정보를 전달하고 있습니다. 영상 하단 링크에서 제안하는 해결책이 의학적 시술인지 일반 화장품인지 추가 확인 후 판단하십시오."", ""reliability_level"": ""안전"", ""evidence"": [{""url"": ""https://nedrug.mfds.go.kr/"", ""source"": ""식약처 의약품안전나라 및 의학 전문 자료"", ""fact"": ""스티바A(트레티노인)는 비타민A 유도체로 여드름 및 광노화 치료에 사용되며, 피지 배출을 도와 모공이 작아 보이게 할 뿐 물리적 크기 자체를 줄이는 기전은 제한적입니다.""}], ""issues"": [""[정보제공] 성분별 실제 효과 차이 설명"", ""[한계명시] 물리적 모공 축소 불가 고지"", ""[사실근거] 블랙헤드 제거를 통한 시각적 효과 설명""]}",,https://i.ytimg.com/vi/dxgcl3CVgvo/hqdefault.jpg,(광고❌) 모공 줄여주는 제품 & 연고❓ #모공케어 #모공관리 #모공 #모공줄이는법,1771154423,4036
jBdNKwOhEkU,,김준표,,,2026-02-21T09:01:05Z,"{""summary"": ""제품 효능에 대한 허위 주장이 없으며, 일상적 갈등 사례를 다룬 예능형 콘텐츠로 판단됩니다."", ""patent_check"": null, ""consultation"": ""광고법 위반이나 허위 주장은 발견되지 않으나, 비속어와 자극적인 소재가 많아 시청 시 주의가 필요합니다."", ""reliability_level"": ""안전"", ""evidence"": [{""url"": ""https://toss.im/"", ""source"": ""토스(Toss) 공식 홈페이지"", ""fact"": ""스크립트 내 언급된 '토스 1원 받기' 등의 리워드 기능은 실제 제공되는 서비스입니다.""}], ""issues"": [""[비속어: 자극적인 욕설 및 비속어 사용]"", ""[혐오표현: 특정 집단에 대한 부정적 묘사]""]}",,https://i.ytimg.com/vi/jBdNKwOhEkU/hqdefault.jpg,설날에 가오잡는 ㅂ신 일진 조카를 풀싸대기 한방으로 갱생시킨 십상남자 삼촌 레전드 ㅋㅋㅋㅋㅋㅋ 2026년 파국의 설날 레전드 모음집 ㅋㅋㅋㅋㅋㅋ,1771834970,1057125
Br0oJGMcyUc,,스완SWAN_현실남자관리,,,2025-10-20T11:00:31Z,"{""summary"": ""[최상급 표현] 사용 때문이며, 이는 객관적 근거 없는 주관적 확언으로 광고 가이드라인 위반 소지가 있어 주의가 필요합니다."", ""patent_check"": null, ""consultation"": ""미백 기능성 성분이 포함된 화장품이나, '최고의 효과'라는 과장된 표현에 현혹되지 말고 개인차가 있음을 인지해야 합니다."", ""reliability_level"": ""주의"", ""evidence"": [{""url"": ""https://www.mfds.go.kr"", ""source"": ""식약처 화장품 표시·광고 관리 가이드라인"", ""fact"": ""화장품 광고에서 '최고', '최상', '효과 확실' 등 절대적·단정적 표현은 소비자 기만 우려로 엄격히 금지됩니다.""}, {""url"": null, ""source"": ""성분 분석 (트라네삼산)"", ""fact"": ""트라네삼산은 미백 기능성 성분이나, 화장품은 의약품이 아니므로 여드름 흉터의 '완벽한 제거'를 보장할 수 없습니다.""}], ""issues"": [""[최상급표현] 타 제품 대비 최고 효과 장담"", ""[효과단정] 효과 확실하다는 단정적 표현"", ""[의약품오인] 상비약 비유로 의약품 오인 유도""]}",,https://i.ytimg.com/vi/Br0oJGMcyUc/hqdefault.jpg,"지금 신경 안쓰면 내년까지 갑니다 😵 여드름 흔적, 붉은기, 색소침착 명작 최저가 뜯어옴 [막안사는남자들]",1771132609,85607
bgH5rwiB1Wk,,Nebula: Astrology and Self-discovery,,,2025-12-12T22:26:34Z,"{""summary"": ""비과학적 영적 서비스를 확정적 사실처럼 묘사하며 소비자를 현혹하는 기만적 광고입니다."", ""patent_check"": null, ""consultation"": ""객관적 근거가 없는 초자연적 주장에 현혹되지 마십시오. 결제 시 사기 피해나 개인정보 유출의 위험이 매우 높습니다."", ""reliability_level"": ""위험"", ""evidence"": [{""url"": null, ""source"": ""공정거래위원회 광고 심의 기준"", ""fact"": ""미래의 인연을 특정하여 그릴 수 있다는 과학적·객관적 근거가 전혀 없으며, 이는 소비자를 오인하게 하는 전형적인 기만적 광고에 해당합니다.""}, {""url"": null, ""source"": ""온라인 소비자 피해 사례 분석"", ""fact"": ""유사한 '소울메이트 스케치' 서비스들은 대개 범용적인 이미지를 제공하며, 환불 거부 및 개인정보 유출 등의 소비자 피해가 빈번히 보고됩니다.""}], ""issues"": [""[근거없음] 미래 배우자 예언의 비과학성"", ""[기만광고] 검증 불가능한 성공 사례 활용"", ""[허위보장] 만남 시기와 장소의 확언""]}",,https://i.ytimg.com/vi/bgH5rwiB1Wk/hqdefault.jpg,13.12.2025_d@_irr_m@_SOULMATE-SKETCH_f@_Demand_Gen_it@_WW_g@_Video_Test5 video du11osmye1k,1771069469,100098000
y9DaJqwH3l8,,Video ad upload channel for 585-083-0684,,,2025-06-11T12:46:57Z,,,https://i.ytimg.com/vi/y9DaJqwH3l8/hqdefault.jpg,Blurry: 광고_250611 isggpado00,1771070849,117
P1KvxK-8EA8,,해운대 공구왕 송사장,,,2026-01-20T08:51:27Z,,,https://i.ytimg.com/vi/P1KvxK-8EA8/hqdefault.jpg,최상급 애플망고 특가 OPEN💖,1770802026,5468873
L32lhb2hBKo,,lovely오블리주,,,2026-01-06T02:14:31Z,,,https://i.ytimg.com/vi/L32lhb2hBKo/hqdefault.jpg,"🏆오블리주의원, 2025 한국소비자산업평가 병의원 부문 수상!｜KOFST 한국과학기술회관 시상식 현장 #수상 #shorts",1771154012,150127
1544eJw3fVQ,,브라운 면도기Braun Korea,,,2025-12-02T02:20:19Z,"{""summary"": ""글로벌 가전 브랜드의 정상적인 제품 홍보이며, 기만적이거나 허위인 내용이 발견되지 않았습니다."", ""patent_check"": null, ""consultation"": ""기만적 요소가 없는 정상적인 광고입니다. 개인의 수염 굵기와 피부 민감도에 따라 사용감은 다를 수 있으니 실사용 후기를 참고하십시오."", ""reliability_level"": ""안전"", ""evidence"": [{""url"": ""https://www.braun.kr/"", ""source"": ""브라운 공식 제품 정보"", ""fact"": ""브라운 시리즈 9은 실제 판매 중인 프리미엄 면도기 라인업이며, '울트라신(Ultra-thin)' 포일 기술이 적용된 모델입니다.""}], ""issues"": [""[정상광고] 통상적인 제품 성능 강조"", ""[실체확인] 검증된 브랜드의 프리미엄 제품""]}",,https://i.ytimg.com/vi/1544eJw3fVQ/hqdefault.jpg,NEW 브라운 시리즈 9 PRO+ 울트라 씬 골드 에디션 출시,1771061021,12920722
UR0UBnaqVf8,,올리브영 AD,,,2026-01-25T07:51:47Z,,,https://i.ytimg.com/vi/UR0UBnaqVf8/hqdefault.jpg,[올리브베러] 1/30(금) 올리브영만큼 Better한 곳의 등장,1770571847,4301896
kksapyrgAlI,,메디쌤,,,2026-01-19T10:57:53Z,"{""summary"": ""광고 내 구체적인 제품 정보나 효능 주장이 전혀 없어 신뢰성을 판단할 자료가 부족합니다."", ""patent_check"": null, ""consultation"": ""광고의 실체와 목적이 불분명합니다. 구체적인 제품 정보가 확인될 때까지 주의가 필요합니다."", ""reliability_level"": ""정보 부족"", ""evidence"": [{""url"": null, ""source"": ""광고 스크립트 분석"", ""fact"": ""해당 스크립트는 음악 가사와 'GP'라는 약어 외에 어떠한 상업적 정보나 기술적 주장을 포함하고 있지 않습니다.""}], ""issues"": [""[정보부족] 제품 및 서비스 식별 불가"", ""[검증불가] 효능이나 특허 등 구체적 주장 없음""]}",,https://i.ytimg.com/vi/kksapyrgAlI/hqdefault.jpg,매일 이 자세를 따라하면 생기는 놀라운 변화,1771773672,2283677
gF7zLq2UuiI,,이레,,,2026-02-06T09:00:59Z,"{""summary"": ""검증 가능한 제품 정보 및 구체적인 주장이 없습니다."", ""patent_check"": null, ""consultation"": ""분석할 수 있는 광고 내용이 존재하지 않습니다. 실제 제품의 판매 페이지나 상세 설명을 확인하시기 바랍니다."", ""reliability_level"": ""정보 부족"", ""evidence"": [{""url"": null, ""source"": ""스크립트 분석"", ""fact"": ""제시된 스크립트는 음악 가사로 구성되어 있으며 제품명, 효능, 성분 등 어떠한 상업적 주장도 포함하고 있지 않습니다.""}], ""issues"": [""구체적 주장 없음"", ""분석 데이터 부족""]}",,https://i.ytimg.com/vi/gF7zLq2UuiI/hqdefault.jpg,아무 노래나 어울리는 춤 & 아이브- BANG BANG #아이브 #아이브컴백 #댄스 #춤 #장원영 #안유진 #리즈 #레이 #가을 #이서 #추천 #관리자님추천뜨게해주세요 #포장계,1770809335,480505
